,title,production_budget,worldwide_gross,vote_average,value_per_investment,rating_per_investment,genres
0,10 Cloverfield Lane,5000000,108286422,6.9,21.6572844,1.3800000000000001,Drama
1,10 Cloverfield Lane,5000000,108286422,6.9,21.6572844,1.3800000000000001,Horror
2,10 Cloverfield Lane,5000000,108286422,6.9,21.6572844,1.3800000000000001,Mystery
3,10 Days in a Madhouse,12000000,14616,5.4,0.001218,0.45,Drama
4,12 Strong,35000000,71118378,5.6,2.031953657142857,0.16,Action
5,12 Strong,35000000,71118378,5.6,2.031953657142857,0.16,Drama
6,12 Strong,35000000,71118378,5.6,2.031953657142857,0.16,History
7,12 Years a Slave,20000000,181025343,7.9,9.05126715,0.395,Biography
8,12 Years a Slave,20000000,181025343,7.9,9.05126715,0.395,Drama
9,12 Years a Slave,20000000,181025343,7.9,9.05126715,0.395,History
10,127 Hours,18000000,60217171,7.0,3.345398388888889,0.3888888888888889,Adventure
11,127 Hours,18000000,60217171,7.0,3.345398388888889,0.3888888888888889,Biography
12,127 Hours,18000000,60217171,7.0,3.345398388888889,0.3888888888888889,Drama
13,13 Sins,4000000,47552,6.3,0.011888,1.575,Horror
14,13 Sins,4000000,47552,6.3,0.011888,1.575,Thriller
15,2 Guns,61000000,132493015,6.5,2.172016639344262,0.10655737704918032,Action
16,2 Guns,61000000,132493015,6.5,2.172016639344262,0.10655737704918032,Comedy
17,2 Guns,61000000,132493015,6.5,2.172016639344262,0.10655737704918032,Crime
18,21 Jump Street,42000000,202812429,6.8,4.828867357142857,0.1619047619047619,Action
19,21 Jump Street,42000000,202812429,6.8,4.828867357142857,0.1619047619047619,Comedy
20,21 Jump Street,42000000,202812429,6.8,4.828867357142857,0.1619047619047619,Crime
21,22 Jump Street,50000000,331333876,6.9,6.62667752,0.138,Action
22,22 Jump Street,50000000,331333876,6.9,6.62667752,0.138,Comedy
23,22 Jump Street,50000000,331333876,6.9,6.62667752,0.138,Crime
24,23 Blast,1000000,549185,6.5,0.549185,6.5,Drama
25,23 Blast,1000000,549185,6.5,0.549185,6.5,Family
26,23 Blast,1000000,549185,6.5,0.549185,6.5,Sport
27,3,7200000,295492,6.0,0.04104055555555555,0.8333333333333333,Comedy
28,3,7200000,295492,6.0,0.04104055555555555,0.8333333333333333,Drama
29,3,7200000,295492,6.0,0.04104055555555555,0.8333333333333333,Romance
30,3 Backyards,300000,39475,4.3,0.13158333333333333,14.333333333333334,Drama
31,3 Days to Kill,28000000,38959900,6.1,1.391425,0.21785714285714283,Action
32,3 Days to Kill,28000000,38959900,6.1,1.391425,0.21785714285714283,Drama
33,3 Days to Kill,28000000,38959900,6.1,1.391425,0.21785714285714283,Thriller
34,30 Minutes or Less,28000000,40966716,5.6,1.463097,0.19999999999999998,Action
35,30 Minutes or Less,28000000,40966716,5.6,1.463097,0.19999999999999998,Comedy
36,30 Minutes or Less,28000000,40966716,5.6,1.463097,0.19999999999999998,Crime
37,300: Rise of an Empire,110000000,330780051,6.0,3.0070913727272726,0.05454545454545454,Action
38,300: Rise of an Empire,110000000,330780051,6.0,3.0070913727272726,0.05454545454545454,Fantasy
39,300: Rise of an Empire,110000000,330780051,6.0,3.0070913727272726,0.05454545454545454,War
40,31,1500000,922727,5.2,0.6151513333333334,3.466666666666667,Horror
41,31,1500000,922727,5.2,0.6151513333333334,3.466666666666667,Thriller
42,42,31000000,97470701,7.0,3.1442161612903226,0.22580645161290322,Biography
43,42,31000000,97470701,7.0,3.1442161612903226,0.22580645161290322,Drama
44,42,31000000,97470701,7.0,3.1442161612903226,0.22580645161290322,Sport
45,47 Ronin,175000000,151716815,6.0,0.8669532285714285,0.03428571428571429,Action
46,47 Ronin,175000000,151716815,6.0,0.8669532285714285,0.03428571428571429,Adventure
47,47 Ronin,175000000,151716815,6.0,0.8669532285714285,0.03428571428571429,Drama
48,5 Days of War,12000000,87793,5.7,0.007316083333333333,0.47500000000000003,Action
49,5 Days of War,12000000,87793,5.7,0.007316083333333333,0.47500000000000003,Drama
50,5 Days of War,12000000,87793,5.7,0.007316083333333333,0.47500000000000003,War
51,50 to 1,10000000,1069454,6.2,0.1069454,0.62,Drama
52,50/50,8000000,41334735,7.1,5.166841875,0.8875,Comedy
53,50/50,8000000,41334735,7.1,5.166841875,0.8875,Drama
54,50/50,8000000,41334735,7.1,5.166841875,0.8875,Romance
55,8: The Mormon Proposition,2500000,100280,6.2,0.040112,2.48,Documentary
56,90 Minutes in Heaven,5000000,4816142,5.3,0.9632284,1.06,Drama
57,A Bad Moms Christmas,28000000,127710550,6.3,4.561091071428572,0.225,Adventure
58,A Bad Moms Christmas,28000000,127710550,6.3,4.561091071428572,0.225,Comedy
59,A Better Life,10000000,1884251,7.1,0.1884251,0.71,Drama
60,A Better Life,10000000,1884251,7.1,0.1884251,0.71,Romance
61,A Dangerous Method,20000000,14807531,6.3,0.74037655,0.315,Biography
62,A Dangerous Method,20000000,14807531,6.3,0.74037655,0.315,Drama
63,A Dangerous Method,20000000,14807531,6.3,0.74037655,0.315,Romance
64,A Few Best Men,15000000,17224539,5.8,1.1483026,0.38666666666666666,Comedy
65,A Few Best Men,15000000,17224539,5.8,1.1483026,0.38666666666666666,Romance
66,A Ghost Story,100000,2769782,7.0,27.69782,70.0,Drama
67,A Ghost Story,100000,2769782,7.0,27.69782,70.0,Fantasy
68,A Ghost Story,100000,2769782,7.0,27.69782,70.0,Romance
69,A Good Day to Die Hard,92000000,304249198,5.2,3.3070565,0.05652173913043478,Action
70,A Good Day to Die Hard,92000000,304249198,5.2,3.3070565,0.05652173913043478,Thriller
71,A Haunted House,2500000,59922558,5.5,23.9690232,2.2,Comedy
72,A Haunted House,2500000,59922558,5.5,23.9690232,2.2,Fantasy
73,A Haunted House 2,4000000,21206861,5.5,5.30171525,1.375,Comedy
74,A Haunted House 2,4000000,21206861,5.5,5.30171525,1.375,Fantasy
75,A Hologram for the King,35000000,11846010,5.9,0.3384574285714286,0.1685714285714286,Comedy
76,A Hologram for the King,35000000,11846010,5.9,0.3384574285714286,0.1685714285714286,Drama
77,A Hologram for the King,35000000,11846010,5.9,0.3384574285714286,0.1685714285714286,Romance
78,A Little Bit of Heaven,12500000,1100287,6.3,0.08802296,0.504,Comedy
79,A Little Bit of Heaven,12500000,1100287,6.3,0.08802296,0.504,Drama
80,A Little Bit of Heaven,12500000,1100287,6.3,0.08802296,0.504,Fantasy
81,A Lonely Place to Die,4000000,442550,6.1,0.1106375,1.525,Adventure
82,A Lonely Place to Die,4000000,442550,6.1,0.1106375,1.525,Crime
83,A Lonely Place to Die,4000000,442550,6.1,0.1106375,1.525,Thriller
84,A Monster Calls,43000000,46414530,7.1,1.0794076744186047,0.16511627906976745,Animation
85,A Monster Calls,43000000,46414530,7.1,1.0794076744186047,0.16511627906976745,Drama
86,A Monster Calls,43000000,46414530,7.1,1.0794076744186047,0.16511627906976745,Fantasy
87,A Most Violent Year,20000000,8846875,6.6,0.44234375,0.32999999999999996,Crime
88,A Most Violent Year,20000000,8846875,6.6,0.44234375,0.32999999999999996,Drama
89,A Most Violent Year,20000000,8846875,6.6,0.44234375,0.32999999999999996,Thriller
90,A Most Wanted Man,15000000,36068890,6.5,2.404592666666667,0.43333333333333335,Crime
91,A Most Wanted Man,15000000,36068890,6.5,2.404592666666667,0.43333333333333335,Drama
92,A Most Wanted Man,15000000,36068890,6.5,2.404592666666667,0.43333333333333335,Thriller
93,A Nightmare on Elm Street,35000000,117729621,5.5,3.363703457142857,0.15714285714285714,Crime
94,A Nightmare on Elm Street,35000000,117729621,5.5,3.363703457142857,0.15714285714285714,Drama
95,A Nightmare on Elm Street,35000000,117729621,5.5,3.363703457142857,0.15714285714285714,Horror
96,A Quiet Place,17000000,334522294,7.3,19.677782,0.4294117647058823,Documentary
97,A Simple Favor,20000000,97628717,6.6,4.88143585,0.32999999999999996,Comedy
98,A Simple Favor,20000000,97628717,6.6,4.88143585,0.32999999999999996,Crime
99,A Simple Favor,20000000,97628717,6.6,4.88143585,0.32999999999999996,Drama
100,A Street Cat Named Bob,8000000,17382693,7.5,2.172836625,0.9375,Biography
101,A Street Cat Named Bob,8000000,17382693,7.5,2.172836625,0.9375,Comedy
102,A Street Cat Named Bob,8000000,17382693,7.5,2.172836625,0.9375,Drama
103,A Thousand Words,40000000,20790486,6.1,0.51976215,0.1525,Comedy
104,A Thousand Words,40000000,20790486,6.1,0.51976215,0.1525,Drama
105,A Walk Among the Tombstones,28000000,62108587,6.3,2.2181638214285715,0.225,Action
106,A Walk Among the Tombstones,28000000,62108587,6.3,2.2181638214285715,0.225,Crime
107,A Walk Among the Tombstones,28000000,62108587,6.3,2.2181638214285715,0.225,Drama
108,A Walk in the Woods,8000000,37119358,5.9,4.63991975,0.7375,Adventure
109,A Walk in the Woods,8000000,37119358,5.9,4.63991975,0.7375,Biography
110,A Walk in the Woods,8000000,37119358,5.9,4.63991975,0.7375,Comedy
111,A Wrinkle in Time,103000000,133401882,5.0,1.2951639029126214,0.04854368932038835,Adventure
112,A Wrinkle in Time,103000000,133401882,5.0,1.2951639029126214,0.04854368932038835,Family
113,A Wrinkle in Time,103000000,133401882,5.0,1.2951639029126214,0.04854368932038835,Fantasy
114,Abduction,35000000,86648359,5.8,2.4756674,0.1657142857142857,Action
115,Abduction,35000000,86648359,5.8,2.4756674,0.1657142857142857,Mystery
116,Abduction,35000000,86648359,5.8,2.4756674,0.1657142857142857,Thriller
117,About Last Night,13000000,50445860,6.0,3.880450769230769,0.46153846153846156,Comedy
118,About Last Night,13000000,50445860,6.0,3.880450769230769,0.46153846153846156,Romance
119,About Time,12000000,89309178,7.9,7.4424315,0.6583333333333333,Comedy
120,About Time,12000000,89309178,7.9,7.4424315,0.6583333333333333,Drama
121,About Time,12000000,89309178,7.9,7.4424315,0.6583333333333333,Fantasy
122,Above and Beyond,1300000,288751,8.0,0.22211615384615385,6.153846153846153,Adventure
123,Above and Beyond,1300000,288751,8.0,0.22211615384615385,6.153846153846153,Documentary
124,Above and Beyond,1300000,288751,8.0,0.22211615384615385,6.153846153846153,History
125,Abraham Lincoln: Vampire Hunter,67500000,137489730,5.6,2.036884888888889,0.08296296296296296,Action
126,Abraham Lincoln: Vampire Hunter,67500000,137489730,5.6,2.036884888888889,0.08296296296296296,Fantasy
127,Abraham Lincoln: Vampire Hunter,67500000,137489730,5.6,2.036884888888889,0.08296296296296296,Horror
128,Absentia,70000,8555,5.9,0.12221428571428572,84.28571428571428,Drama
129,Absentia,70000,8555,5.9,0.12221428571428572,84.28571428571428,Horror
130,Absentia,70000,8555,5.9,0.12221428571428572,84.28571428571428,Mystery
131,Accidental Love,26000000,135436,4.0,0.005209076923076923,0.15384615384615385,Comedy
132,Accidental Love,26000000,135436,4.0,0.005209076923076923,0.15384615384615385,Romance
133,Acrimony,20000000,46627836,6.6,2.3313918,0.32999999999999996,Drama
134,Acrimony,20000000,46627836,6.6,2.3313918,0.32999999999999996,Romance
135,Acrimony,20000000,46627836,6.6,2.3313918,0.32999999999999996,Thriller
136,Act of Valor,12000000,82497035,6.3,6.874752916666667,0.525,Action
137,Act of Valor,12000000,82497035,6.3,6.874752916666667,0.525,Adventure
138,Act of Valor,12000000,82497035,6.3,6.874752916666667,0.525,Drama
139,Action Jackson,7000000,20257000,5.2,2.8938571428571427,0.7428571428571429,Action
140,Action Jackson,7000000,20257000,5.2,2.8938571428571427,0.7428571428571429,Thriller
141,Action Point,19000000,5103675,5.2,0.26861447368421054,0.2736842105263158,Comedy
142,Addicted,5000000,17499242,5.3,3.4998484,1.06,Drama
143,Addicted,5000000,17499242,5.3,3.4998484,1.06,Thriller
144,Admiral,20000000,38585047,6.4,1.92925235,0.32,Action
145,Admiral,20000000,38585047,6.4,1.92925235,0.32,Adventure
146,Admiral,20000000,38585047,6.4,1.92925235,0.32,Biography
147,Admission,13000000,18733666,5.5,1.4410512307692307,0.4230769230769231,Comedy
148,Admission,13000000,18733666,5.5,1.4410512307692307,0.4230769230769231,Drama
149,Admission,13000000,18733666,5.5,1.4410512307692307,0.4230769230769231,Romance
150,Adrift,35000000,57897191,7.0,1.654205457142857,0.2,Drama
151,After Earth,130000000,251499665,5.1,1.9346128076923077,0.03923076923076923,Action
152,After Earth,130000000,251499665,5.1,1.9346128076923077,0.03923076923076923,Adventure
153,After Earth,130000000,251499665,5.1,1.9346128076923077,0.03923076923076923,Drama
154,Ain't Them Bodies Saints,5000000,1075009,6.2,0.2150018,1.24,Crime
155,Ain't Them Bodies Saints,5000000,1075009,6.2,0.2150018,1.24,Drama
156,Ain't Them Bodies Saints,5000000,1075009,6.2,0.2150018,1.24,Romance
157,Air Strike,65000000,516279,3.9,0.007942753846153847,0.06,Action
158,Air Strike,65000000,516279,3.9,0.007942753846153847,0.06,Adventure
159,Air Strike,65000000,516279,3.9,0.007942753846153847,0.06,Drama
160,Albert Nobbs,7500000,8539003,6.3,1.1385337333333334,0.84,Drama
161,Albert Nobbs,7500000,8539003,6.3,1.1385337333333334,0.84,Romance
162,Alex Cross,35000000,35426759,5.1,1.0121931142857143,0.1457142857142857,Action
163,Alex Cross,35000000,35426759,5.1,1.0121931142857143,0.1457142857142857,Crime
164,Alex Cross,35000000,35426759,5.1,1.0121931142857143,0.1457142857142857,Mystery
165,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,101379287,6.2,3.6206888214285713,0.22142857142857145,Comedy
166,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,101379287,6.2,3.6206888214285713,0.22142857142857145,Family
167,Alice Through the Looking Glass,170000000,276928112,6.5,1.6289888941176471,0.03823529411764706,Adventure
168,Alice Through the Looking Glass,170000000,276928112,6.5,1.6289888941176471,0.03823529411764706,Family
169,Alice Through the Looking Glass,170000000,276928112,6.5,1.6289888941176471,0.03823529411764706,Fantasy
170,Alice in Wonderland,200000000,1025491110,6.6,5.12745555,0.033,Adventure
171,Alice in Wonderland,200000000,1025491110,6.6,5.12745555,0.033,Family
172,Alice in Wonderland,200000000,1025491110,6.6,5.12745555,0.033,Fantasy
173,Alien: Covenant,97000000,238521247,5.9,2.4589819278350515,0.06082474226804124,Horror
174,Alien: Covenant,97000000,238521247,5.9,2.4589819278350515,0.06082474226804124,Sci-Fi
175,Alien: Covenant,97000000,238521247,5.9,2.4589819278350515,0.06082474226804124,Thriller
176,All Eyez on Me,45000000,54876855,6.4,1.2194856666666667,0.14222222222222222,Biography
177,All Eyez on Me,45000000,54876855,6.4,1.2194856666666667,0.14222222222222222,Drama
178,All Eyez on Me,45000000,54876855,6.4,1.2194856666666667,0.14222222222222222,Music
179,All Good Things,20000000,873617,6.0,0.04368085,0.3,Crime
180,All Good Things,20000000,873617,6.0,0.04368085,0.3,Drama
181,All Good Things,20000000,873617,6.0,0.04368085,0.3,Mystery
182,All Saints,2000000,5941994,6.1,2.970997,3.05,Drama
183,Allied,106000000,119266661,6.7,1.125157179245283,0.06320754716981132,Action
184,Allied,106000000,119266661,6.7,1.125157179245283,0.06320754716981132,Drama
185,Allied,106000000,119266661,6.7,1.125157179245283,0.06320754716981132,Romance
186,Almost Christmas,17000000,42493506,5.6,2.499618,0.32941176470588235,Comedy
187,Almost Christmas,17000000,42493506,5.6,2.499618,0.32941176470588235,Drama
188,Almost Famous,60000000,47371191,7.5,0.78951985,0.125,Comedy
189,Almost Famous,60000000,47371191,7.5,0.78951985,0.125,Drama
190,Almost Famous,60000000,47371191,7.5,0.78951985,0.125,Family
191,Aloft,8000000,237688,5.5,0.029711,0.6875,Drama
192,Aloha,37000000,25387091,5.3,0.6861375945945946,0.14324324324324325,Comedy
193,Aloha,37000000,25387091,5.3,0.6861375945945946,0.14324324324324325,Drama
194,Aloha,37000000,25387091,5.3,0.6861375945945946,0.14324324324324325,Romance
195,Alpha,51000000,99624873,7.0,1.953428882352941,0.13725490196078433,Crime
196,Alvin and the Chipmunks: Chipwrecked,80000000,349088523,5.5,4.3636065375,0.06875,Adventure
197,Alvin and the Chipmunks: Chipwrecked,80000000,349088523,5.5,4.3636065375,0.06875,Animation
198,Alvin and the Chipmunks: Chipwrecked,80000000,349088523,5.5,4.3636065375,0.06875,Comedy
199,Alvin and the Chipmunks: The Road Chip,90000000,249517956,5.8,2.772421733333333,0.06444444444444444,Adventure
200,Alvin and the Chipmunks: The Road Chip,90000000,249517956,5.8,2.772421733333333,0.06444444444444444,Animation
201,Alvin and the Chipmunks: The Road Chip,90000000,249517956,5.8,2.772421733333333,0.06444444444444444,Comedy
202,American Assassin,63000000,68310140,6.3,1.0842879365079365,0.09999999999999999,Action
203,American Assassin,63000000,68310140,6.3,1.0842879365079365,0.09999999999999999,Thriller
204,American Heist,10000000,2341218,4.6,0.2341218,0.45999999999999996,Action
205,American Heist,10000000,2341218,4.6,0.2341218,0.45999999999999996,Crime
206,American Heist,10000000,2341218,4.6,0.2341218,0.45999999999999996,Drama
207,American Hero,1000000,26,5.0,2.6e-05,5.0,Music
208,American Honey,3500000,2611750,6.7,0.7462142857142857,1.9142857142857144,Adventure
209,American Honey,3500000,2611750,6.7,0.7462142857142857,1.9142857142857144,Drama
210,American Honey,3500000,2611750,6.7,0.7462142857142857,1.9142857142857144,Romance
211,American Hustle,40000000,257878294,6.8,6.44695735,0.16999999999999998,Crime
212,American Hustle,40000000,257878294,6.8,6.44695735,0.16999999999999998,Drama
213,American Made,50000000,135569212,6.7,2.71138424,0.134,Action
214,American Made,50000000,135569212,6.7,2.71138424,0.134,Biography
215,American Made,50000000,135569212,6.7,2.71138424,0.134,Comedy
216,American Reunion,50000000,236799211,6.2,4.73598422,0.124,Comedy
217,American Sniper,58000000,547326372,7.4,9.436661586206897,0.12758620689655173,Action
218,American Sniper,58000000,547326372,7.4,9.436661586206897,0.12758620689655173,Biography
219,American Sniper,58000000,547326372,7.4,9.436661586206897,0.12758620689655173,Drama
220,American Ultra,28000000,30295028,6.0,1.0819652857142856,0.21428571428571427,Action
221,American Ultra,28000000,30295028,6.0,1.0819652857142856,0.21428571428571427,Comedy
222,American Ultra,28000000,30295028,6.0,1.0819652857142856,0.21428571428571427,Sci-Fi
223,Amigo,1500000,184705,4.8,0.12313666666666667,3.1999999999999997,Drama
224,Amigo,1500000,184705,4.8,0.12313666666666667,3.1999999999999997,War
225,Amour,9700000,36787044,7.7,3.792478762886598,0.7938144329896908,Drama
226,Amour,9700000,36787044,7.7,3.792478762886598,0.7938144329896908,Romance
227,Anchorman 2: The Legend Continues,50000000,172185754,6.1,3.44371508,0.122,Comedy
228,And So It Goes,18000000,17920013,5.9,0.9955562777777778,0.3277777777777778,Comedy
229,And So It Goes,18000000,17920013,5.9,0.9955562777777778,0.3277777777777778,Drama
230,And So It Goes,18000000,17920013,5.9,0.9955562777777778,0.3277777777777778,Romance
231,Animal Kingdom,4200000,8078683,6.8,1.9234959523809523,1.6190476190476188,Crime
232,Animal Kingdom,4200000,8078683,6.8,1.9234959523809523,1.6190476190476188,Drama
233,Anna,4357373,1200000,3.1,0.2753952897766613,0.7114378319230418,Drama
234,Anna,4357373,1200000,3.1,0.2753952897766613,0.7114378319230418,Mystery
235,Anna,4357373,1200000,3.1,0.2753952897766613,0.7114378319230418,Sci-Fi
236,Annabelle,6500000,256862920,5.6,39.517372307692305,0.8615384615384615,Horror
237,Annabelle,6500000,256862920,5.6,39.517372307692305,0.8615384615384615,Mystery
238,Annabelle,6500000,256862920,5.6,39.517372307692305,0.8615384615384615,Thriller
239,Annabelle: Creation,15000000,305384865,6.5,20.358991,0.43333333333333335,Horror
240,Annabelle: Creation,15000000,305384865,6.5,20.358991,0.43333333333333335,Mystery
241,Annabelle: Creation,15000000,305384865,6.5,20.358991,0.43333333333333335,Thriller
242,Annie,65000000,139829625,6.1,2.151225,0.09384615384615384,Comedy
243,Annie,65000000,139829625,6.1,2.151225,0.09384615384615384,Drama
244,Annie,65000000,139829625,6.1,2.151225,0.09384615384615384,Family
245,Annihilation,55000000,43070915,6.3,0.7831075454545454,0.11454545454545455,Adventure
246,Annihilation,55000000,43070915,6.3,0.7831075454545454,0.11454545454545455,Drama
247,Annihilation,55000000,43070915,6.3,0.7831075454545454,0.11454545454545455,Horror
248,Anomalisa,8000000,5706168,7.1,0.713271,0.8875,Animation
249,Anomalisa,8000000,5706168,7.1,0.713271,0.8875,Comedy
250,Anomalisa,8000000,5706168,7.1,0.713271,0.8875,Drama
251,Anonymous,27500000,15815509,6.4,0.5751094181818182,0.23272727272727273,Drama
252,Anonymous,27500000,15815509,6.4,0.5751094181818182,0.23272727272727273,Thriller
253,Another Earth,175000,2102779,6.7,12.01588,38.28571428571429,Drama
254,Another Earth,175000,2102779,6.7,12.01588,38.28571428571429,Romance
255,Another Earth,175000,2102779,6.7,12.01588,38.28571428571429,Sci-Fi
256,Another Happy Day,4000000,978527,6.1,0.24463175,1.525,Comedy
257,Another Happy Day,4000000,978527,6.1,0.24463175,1.525,Drama
258,Another Year,8000000,20005613,7.0,2.500701625,0.875,Comedy
259,Another Year,8000000,20005613,7.0,2.500701625,0.875,Drama
260,Ant-Man,130000000,518858449,7.1,3.9912188384615384,0.054615384615384614,Action
261,Ant-Man,130000000,518858449,7.1,3.9912188384615384,0.054615384615384614,Adventure
262,Ant-Man,130000000,518858449,7.1,3.9912188384615384,0.054615384615384614,Comedy
263,Ant-Man and the Wasp,130000000,623144660,7.0,4.793420461538462,0.05384615384615385,Action
264,Ant-Man and the Wasp,130000000,623144660,7.0,4.793420461538462,0.05384615384615385,Adventure
265,Ant-Man and the Wasp,130000000,623144660,7.0,4.793420461538462,0.05384615384615385,Comedy
266,Antarctica: A Year on Ice,1000000,288757,7.2,0.288757,7.2,Adventure
267,Antarctica: A Year on Ice,1000000,288757,7.2,0.288757,7.2,Biography
268,Antarctica: A Year on Ice,1000000,288757,7.2,0.288757,7.2,Documentary
269,Antiviral,3100000,123407,5.8,0.039808709677419354,1.8709677419354838,Horror
270,Antiviral,3100000,123407,5.8,0.039808709677419354,1.8709677419354838,Sci-Fi
271,Antiviral,3100000,123407,5.8,0.039808709677419354,1.8709677419354838,Thriller
272,Apollo 18,5000000,26517819,5.0,5.3035638,1.0,Horror
273,Apollo 18,5000000,26517819,5.0,5.3035638,1.0,Mystery
274,Apollo 18,5000000,26517819,5.0,5.3035638,1.0,Sci-Fi
275,Aquaman,160000000,1146894640,6.8,7.1680915,0.042499999999999996,Action
276,Aquaman,160000000,1146894640,6.8,7.1680915,0.042499999999999996,Adventure
277,Aquaman,160000000,1146894640,6.8,7.1680915,0.042499999999999996,Fantasy
278,Arbitrage,12000000,35830713,6.2,2.98589275,0.5166666666666667,Drama
279,Arbitrage,12000000,35830713,6.2,2.98589275,0.5166666666666667,Thriller
280,Area 51,5000000,7556,4.4,0.0015112,0.8800000000000001,Horror
281,Area 51,5000000,7556,4.4,0.0015112,0.8800000000000001,Sci-Fi
282,Area 51,5000000,7556,4.4,0.0015112,0.8800000000000001,Thriller
283,Argo,44500000,227140757,7.2,5.104286674157303,0.16179775280898878,Biography
284,Argo,44500000,227140757,7.2,5.104286674157303,0.16179775280898878,Drama
285,Argo,44500000,227140757,7.2,5.104286674157303,0.16179775280898878,Thriller
286,Arrival,47000000,203127894,7.4,4.321870085106383,0.1574468085106383,Drama
287,Arrival,47000000,203127894,7.4,4.321870085106383,0.1574468085106383,Mystery
288,Arrival,47000000,203127894,7.4,4.321870085106383,0.1574468085106383,Sci-Fi
289,Arthur,40000000,47787943,5.5,1.194698575,0.1375,Comedy
290,Arthur,40000000,47787943,5.5,1.194698575,0.1375,Romance
291,Arthur Christmas,85000000,149717124,6.7,1.7613779294117646,0.07882352941176471,Adventure
292,Arthur Christmas,85000000,149717124,6.7,1.7613779294117646,0.07882352941176471,Animation
293,Arthur Christmas,85000000,149717124,6.7,1.7613779294117646,0.07882352941176471,Comedy
294,"As Above, So Below",5000000,41824066,6.2,8.3648132,1.24,Documentary
295,As It Is in Heaven,450000,13486,8.0,0.02996888888888889,17.77777777777778,Drama
296,Assassins,50000000,83306268,6.2,1.66612536,0.124,Action
297,Assassins,50000000,83306268,6.2,1.66612536,0.124,Drama
298,Assassins,50000000,83306268,6.2,1.66612536,0.124,Thriller
299,Atomic Blonde,30000000,98345423,6.3,3.2781807666666665,0.21,Action
300,Atomic Blonde,30000000,98345423,6.3,3.2781807666666665,0.21,Mystery
301,Atomic Blonde,30000000,98345423,6.3,3.2781807666666665,0.21,Thriller
302,Attack the Block,13000000,6459183,6.4,0.49686023076923075,0.49230769230769234,Action
303,Attack the Block,13000000,6459183,6.4,0.49686023076923075,0.49230769230769234,Comedy
304,Attack the Block,13000000,6459183,6.4,0.49686023076923075,0.49230769230769234,Sci-Fi
305,August,3400000,12636,6.6,0.003716470588235294,1.9411764705882353,Drama
306,August,3400000,12636,6.6,0.003716470588235294,1.9411764705882353,Romance
307,August: Osage County,25000000,50738810,6.9,2.0295524,0.276,Comedy
308,August: Osage County,25000000,50738810,6.9,2.0295524,0.276,Drama
309,Avatar,425000000,2776345279,7.4,6.532577127058824,0.017411764705882352,Horror
310,Avengers: Age of Ultron,330600000,1403013963,7.3,4.243841388384755,0.022081064730792497,Action
311,Avengers: Age of Ultron,330600000,1403013963,7.3,4.243841388384755,0.022081064730792497,Adventure
312,Avengers: Age of Ultron,330600000,1403013963,7.3,4.243841388384755,0.022081064730792497,Sci-Fi
313,Avengers: Infinity War,300000000,2048134200,8.3,6.827114,0.02766666666666667,Action
314,Avengers: Infinity War,300000000,2048134200,8.3,6.827114,0.02766666666666667,Adventure
315,Avengers: Infinity War,300000000,2048134200,8.3,6.827114,0.02766666666666667,Sci-Fi
316,Baahubali 2: The Conclusion,30000000,263502914,7.0,8.783430466666667,0.23333333333333334,Action
317,Baahubali 2: The Conclusion,30000000,263502914,7.0,8.783430466666667,0.23333333333333334,Drama
318,Baby Driver,34000000,228104185,7.4,6.708946617647059,0.21764705882352942,Action
319,Baby Driver,34000000,228104185,7.4,6.708946617647059,0.21764705882352942,Crime
320,Baby Driver,34000000,228104185,7.4,6.708946617647059,0.21764705882352942,Drama
321,Bachelorette,3000000,12577401,5.4,4.192467,1.8,Comedy
322,Bachelorette,3000000,12577401,5.4,4.192467,1.8,Romance
323,Bad Company,70000000,69157016,10.0,0.9879573714285714,0.14285714285714285,Thriller
324,Bad Moms,20000000,180998716,6.5,9.0499358,0.325,Comedy
325,Bad Teacher,19000000,215448997,5.5,11.339420894736842,0.2894736842105263,Comedy
326,Bad Teacher,19000000,215448997,5.5,11.339420894736842,0.2894736842105263,Romance
327,Bad Times at the El Royale,32000000,29204379,6.8,0.91263684375,0.2125,Crime
328,Bad Times at the El Royale,32000000,29204379,6.8,0.91263684375,0.2125,Drama
329,Bad Times at the El Royale,32000000,29204379,6.8,0.91263684375,0.2125,Mystery
330,Bad Words,10000000,7843145,6.4,0.7843145,0.64,Comedy
331,Bad Words,10000000,7843145,6.4,0.7843145,0.64,Drama
332,Baggage Claim,8500000,22885836,5.4,2.6924512941176473,0.6352941176470589,Comedy
333,Bait,35000000,15471969,5.5,0.4420562571428571,0.15714285714285714,Action
334,Bait,35000000,15471969,5.5,0.4420562571428571,0.15714285714285714,Adventure
335,Bait,35000000,15471969,5.5,0.4420562571428571,0.15714285714285714,Drama
336,Bajrangi Bhaijaan,13000000,121778347,7.9,9.367565153846154,0.6076923076923078,Action
337,Bajrangi Bhaijaan,13000000,121778347,7.9,9.367565153846154,0.6076923076923078,Comedy
338,Bajrangi Bhaijaan,13000000,121778347,7.9,9.367565153846154,0.6076923076923078,Drama
339,Ballerina,30000000,96892829,7.2,3.2297609666666665,0.24000000000000002,Biography
340,Ballerina,30000000,96892829,7.2,3.2297609666666665,0.24000000000000002,Documentary
341,Banshee Chapter,950000,78122,5.6,0.08223368421052632,5.894736842105263,Horror
