,title,production_budget,worldwide_gross,vote_average,value_per_investment,rating_per_investment,genres
2177,Paranormal Activity: The Marked Ones,5000000,90904854,5.3,18.1809708,1.06,Mystery
2178,Paranormal Activity: The Marked Ones,5000000,90904854,5.3,18.1809708,1.06,Thriller
2179,Parental Guidance,25000000,120832383,5.8,4.83329532,0.23199999999999998,Comedy
2180,Parental Guidance,25000000,120832383,5.8,4.83329532,0.23199999999999998,Family
2181,Parker,35000000,48543388,5.8,1.386953942857143,0.1657142857142857,Action
2182,Parker,35000000,48543388,5.8,1.386953942857143,0.1657142857142857,Crime
2183,Parker,35000000,48543388,5.8,1.386953942857143,0.1657142857142857,Thriller
2184,Parkland,10000000,1616353,6.1,0.1616353,0.61,Drama
2185,Parkland,10000000,1616353,6.1,0.1616353,0.61,History
2186,Parkland,10000000,1616353,6.1,0.1616353,0.61,Mystery
2187,Passengers,110000000,302239672,6.8,2.747633381818182,0.061818181818181814,Drama
2188,Passengers,110000000,302239672,6.8,2.747633381818182,0.061818181818181814,Romance
2189,Passengers,110000000,302239672,6.8,2.747633381818182,0.061818181818181814,Sci-Fi
2190,Paterson,5000000,10727536,7.1,2.1455072,1.42,Comedy
2191,Paterson,5000000,10727536,7.1,2.1455072,1.42,Drama
2192,Paterson,5000000,10727536,7.1,2.1455072,1.42,Romance
2193,Patriots Day,40000000,52837989,6.9,1.320949725,0.17250000000000001,Action
2194,Patriots Day,40000000,52837989,6.9,1.320949725,0.17250000000000001,Crime
2195,Patriots Day,40000000,52837989,6.9,1.320949725,0.17250000000000001,Drama
2196,Patti Cake$,1000000,1471090,7.0,1.47109,7.0,Drama
2197,Patti Cake$,1000000,1471090,7.0,1.47109,7.0,Music
2198,Paul,40000000,101162106,6.5,2.52905265,0.1625,Adventure
2199,Paul,40000000,101162106,6.5,2.52905265,0.1625,Comedy
2200,Paul,40000000,101162106,6.5,2.52905265,0.1625,Sci-Fi
2201,Paul Blart: Mall Cop 2,38000000,107650646,5.0,2.8329117368421053,0.13157894736842105,Action
2202,Paul Blart: Mall Cop 2,38000000,107650646,5.0,2.8329117368421053,0.13157894736842105,Comedy
2203,Paul Blart: Mall Cop 2,38000000,107650646,5.0,2.8329117368421053,0.13157894736842105,Crime
2204,"Paul, Apostle of Christ",5000000,25529498,7.1,5.1058996,1.42,Adventure
2205,"Paul, Apostle of Christ",5000000,25529498,7.1,5.1058996,1.42,Biography
2206,"Paul, Apostle of Christ",5000000,25529498,7.1,5.1058996,1.42,Drama
2207,Payback,50000000,161626121,5.0,3.23252242,0.1,Documentary
2208,Peeples,11000000,9307166,5.2,0.846106,0.4727272727272727,Comedy
2209,Peeples,11000000,9307166,5.2,0.846106,0.4727272727272727,Romance
2210,Penguins of Madagascar,132000000,366942531,6.4,2.7798676590909093,0.048484848484848485,Adventure
2211,Penguins of Madagascar,132000000,366942531,6.4,2.7798676590909093,0.048484848484848485,Animation
2212,Penguins of Madagascar,132000000,366942531,6.4,2.7798676590909093,0.048484848484848485,Comedy
2213,People Like Us,16000000,12617472,6.8,0.788592,0.425,Comedy
2214,People Like Us,16000000,12617472,6.8,0.788592,0.425,Drama
2215,Peppermint,25000000,51800758,6.5,2.07203032,0.26,Action
2216,Peppermint,25000000,51800758,6.5,2.07203032,0.26,Crime
2217,Peppermint,25000000,51800758,6.5,2.07203032,0.26,Drama
2218,Percy Jackson & the Olympians: The Lightning Thief,95000000,223050874,6.1,2.3479039368421053,0.06421052631578947,Adventure
2219,Percy Jackson & the Olympians: The Lightning Thief,95000000,223050874,6.1,2.3479039368421053,0.06421052631578947,Family
2220,Percy Jackson & the Olympians: The Lightning Thief,95000000,223050874,6.1,2.3479039368421053,0.06421052631578947,Fantasy
2221,Percy Jackson: Sea of Monsters,90000000,200859554,5.9,2.231772822222222,0.06555555555555556,Adventure
2222,Percy Jackson: Sea of Monsters,90000000,200859554,5.9,2.231772822222222,0.06555555555555556,Family
2223,Percy Jackson: Sea of Monsters,90000000,200859554,5.9,2.231772822222222,0.06555555555555556,Fantasy
2224,Peter Rabbit,50000000,347136477,6.5,6.94272954,0.13,Adventure
2225,Peter Rabbit,50000000,347136477,6.5,6.94272954,0.13,Animation
2226,Peter Rabbit,50000000,347136477,6.5,6.94272954,0.13,Comedy
2227,Phantom,18000000,1199510,6.0,0.06663944444444445,0.3333333333333333,Drama
2228,Phantom,18000000,1199510,6.0,0.06663944444444445,0.3333333333333333,History
2229,Phantom,18000000,1199510,6.0,0.06663944444444445,0.3333333333333333,Thriller
2230,Philomena,12000000,98963392,7.4,8.246949333333333,0.6166666666666667,Biography
2231,Philomena,12000000,98963392,7.4,8.246949333333333,0.6166666666666667,Comedy
2232,Philomena,12000000,98963392,7.4,8.246949333333333,0.6166666666666667,Drama
2233,"Pink Ribbons, Inc.",1200000,26608,6.8,0.022173333333333333,5.666666666666667,Documentary
2234,Piranha 3D,24000000,83660160,5.3,3.48584,0.22083333333333333,Comedy
2235,Piranha 3D,24000000,83660160,5.3,3.48584,0.22083333333333333,Horror
2236,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,788241137,6.6,3.4271353782608696,0.028695652173913042,Action
2237,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,788241137,6.6,3.4271353782608696,0.028695652173913042,Adventure
2238,Pirates of the Caribbean: Dead Men Tell No Tales,230000000,788241137,6.6,3.4271353782608696,0.028695652173913042,Fantasy
2239,Pirates of the Caribbean: On Stranger Tides,410600000,1045663875,6.4,2.546672856794934,0.015586945932781296,Action
2240,Pirates of the Caribbean: On Stranger Tides,410600000,1045663875,6.4,2.546672856794934,0.015586945932781296,Adventure
2241,Pirates of the Caribbean: On Stranger Tides,410600000,1045663875,6.4,2.546672856794934,0.015586945932781296,Fantasy
2242,Pitch Perfect,17000000,116044347,7.3,6.826138058823529,0.4294117647058823,Comedy
2243,Pitch Perfect,17000000,116044347,7.3,6.826138058823529,0.4294117647058823,Music
2244,Pitch Perfect,17000000,116044347,7.3,6.826138058823529,0.4294117647058823,Romance
2245,Pitch Perfect 2,29000000,287625468,6.8,9.918119586206897,0.23448275862068965,Comedy
2246,Pitch Perfect 2,29000000,287625468,6.8,9.918119586206897,0.23448275862068965,Music
2247,Pitch Perfect 3,45000000,185736412,6.5,4.127475822222222,0.14444444444444443,Comedy
2248,Pitch Perfect 3,45000000,185736412,6.5,4.127475822222222,0.14444444444444443,Music
2249,Pixels,90000000,244041804,7.1,2.7115756,0.07888888888888888,Action
2250,Pixels,90000000,244041804,7.1,2.7115756,0.07888888888888888,Comedy
2251,Plastic,10000000,575371,6.5,0.0575371,0.65,Horror
2252,Playing for Keeps,35000000,2000000,5.6,0.05714285714285714,0.16,Comedy
2253,Playing for Keeps,35000000,2000000,5.6,0.05714285714285714,0.16,Romance
2254,Playing for Keeps,35000000,2000000,5.6,0.05714285714285714,0.16,Sport
2255,Please Give,3000000,4570178,6.3,1.5233926666666666,2.1,Comedy
2256,Please Give,3000000,4570178,6.3,1.5233926666666666,2.1,Drama
2257,Plush,2000000,28864,7.5,0.014432,3.75,Drama
2258,Plush,2000000,28864,7.5,0.014432,3.75,Music
2259,Plush,2000000,28864,7.5,0.014432,3.75,Thriller
2260,Point Break,100000000,126704591,5.6,1.26704591,0.055999999999999994,Action
2261,Point Break,100000000,126704591,5.6,1.26704591,0.055999999999999994,Crime
2262,Point Break,100000000,126704591,5.6,1.26704591,0.055999999999999994,Sport
2263,Polisse,8900000,22744132,7.8,2.5555204494382022,0.8764044943820224,Crime
2264,Polisse,8900000,22744132,7.8,2.5555204494382022,0.8764044943820224,Drama
2265,Poltergeist,35000000,95713069,5.1,2.7346591142857144,0.1457142857142857,Horror
2266,Poltergeist,35000000,95713069,5.1,2.7346591142857144,0.1457142857142857,Thriller
2267,Pompeii,80000000,108469033,5.4,1.3558629125,0.0675,Action
2268,Pompeii,80000000,108469033,5.4,1.3558629125,0.0675,Adventure
2269,Pompeii,80000000,108469033,5.4,1.3558629125,0.0675,Drama
2270,Popstar: Never Stop Never Stopping,20000000,9537120,6.6,0.476856,0.32999999999999996,Comedy
2271,Popstar: Never Stop Never Stopping,20000000,9537120,6.6,0.476856,0.32999999999999996,Music
2272,Power Rangers,120000000,142531552,6.2,1.1877629333333333,0.051666666666666666,Action
2273,Power Rangers,120000000,142531552,6.2,1.1877629333333333,0.051666666666666666,Adventure
2274,Power Rangers,120000000,142531552,6.2,1.1877629333333333,0.051666666666666666,Sci-Fi
2275,Predators,40000000,127234389,6.1,3.180859725,0.1525,Action
2276,Predators,40000000,127234389,6.1,3.180859725,0.1525,Adventure
2277,Predators,40000000,127234389,6.1,3.180859725,0.1525,Sci-Fi
2278,Premium Rush,35000000,31393201,6.2,0.8969486,0.17714285714285716,Action
2279,Premium Rush,35000000,31393201,6.2,0.8969486,0.17714285714285716,Crime
2280,Premium Rush,35000000,31393201,6.2,0.8969486,0.17714285714285716,Thriller
2281,Pride and Prejudice and Zombies,28000000,16638300,5.7,0.594225,0.20357142857142857,Action
2282,Pride and Prejudice and Zombies,28000000,16638300,5.7,0.594225,0.20357142857142857,Comedy
2283,Pride and Prejudice and Zombies,28000000,16638300,5.7,0.594225,0.20357142857142857,Horror
2284,Priest,60000000,84154026,5.5,1.4025671,0.09166666666666666,Action
2285,Priest,60000000,84154026,5.5,1.4025671,0.09166666666666666,Adventure
2286,Priest,60000000,84154026,5.5,1.4025671,0.09166666666666666,Fantasy
2287,Prisoners,46000000,113402302,8.0,2.465267434782609,0.17391304347826086,Crime
2288,Prisoners,46000000,113402302,8.0,2.465267434782609,0.17391304347826086,Drama
2289,Prisoners,46000000,113402302,8.0,2.465267434782609,0.17391304347826086,Mystery
2290,Project Almanac,12000000,32909437,6.5,2.7424530833333334,0.5416666666666666,Drama
2291,Project Almanac,12000000,32909437,6.5,2.7424530833333334,0.5416666666666666,Mystery
2292,Project Almanac,12000000,32909437,6.5,2.7424530833333334,0.5416666666666666,Sci-Fi
2293,Project X,12000000,103028188,6.4,8.585682333333333,0.5333333333333333,Comedy
2294,Prom,8000000,10763183,6.0,1.345397875,0.75,Comedy
2295,Prom,8000000,10763183,6.0,1.345397875,0.75,Drama
2296,Prom,8000000,10763183,6.0,1.345397875,0.75,Family
2297,Prometheus,125000000,402448265,6.4,3.21958612,0.0512,Adventure
2298,Prometheus,125000000,402448265,6.4,3.21958612,0.0512,Mystery
2299,Prometheus,125000000,402448265,6.4,3.21958612,0.0512,Sci-Fi
2300,Promised Land,15000000,12394562,6.2,0.8263041333333333,0.41333333333333333,Drama
2301,Proud Mary,30000000,21709539,5.5,0.7236513,0.18333333333333332,Action
2302,Proud Mary,30000000,21709539,5.5,0.7236513,0.18333333333333332,Crime
2303,Proud Mary,30000000,21709539,5.5,0.7236513,0.18333333333333332,Drama
2304,Pump,2000000,72277,7.4,0.0361385,3.7,Documentary
2305,Puss in Boots,130000000,554987477,6.3,4.269134438461538,0.04846153846153846,Action
2306,Puss in Boots,130000000,554987477,6.3,4.269134438461538,0.04846153846153846,Adventure
2307,Puss in Boots,130000000,554987477,6.3,4.269134438461538,0.04846153846153846,Animation
2308,Quartet,11000000,56178935,6.6,5.107175909090909,0.6,Comedy
2309,Quartet,11000000,56178935,6.6,5.107175909090909,0.6,Drama
2310,Queen of Katwe,15000000,10055481,7.1,0.6703654,0.47333333333333333,Biography
2311,Queen of Katwe,15000000,10055481,7.1,0.6703654,0.47333333333333333,Drama
2312,Queen of Katwe,15000000,10055481,7.1,0.6703654,0.47333333333333333,Sport
2313,Queen of the Desert,36000000,1578543,6.0,0.04384841666666667,0.16666666666666666,Adventure
2314,Queen of the Desert,36000000,1578543,6.0,0.04384841666666667,0.16666666666666666,Biography
2315,Queen of the Desert,36000000,1578543,6.0,0.04384841666666667,0.16666666666666666,Drama
2316,R.I.P.D.,130000000,79076678,5.6,0.6082821384615384,0.043076923076923075,Action
2317,R.I.P.D.,130000000,79076678,5.6,0.6082821384615384,0.043076923076923075,Adventure
2318,R.I.P.D.,130000000,79076678,5.6,0.6082821384615384,0.043076923076923075,Comedy
2319,RED 2,84000000,141507355,6.5,1.684611369047619,0.07738095238095238,Action
2320,RED 2,84000000,141507355,6.5,1.684611369047619,0.07738095238095238,Comedy
2321,RED 2,84000000,141507355,6.5,1.684611369047619,0.07738095238095238,Crime
2322,Rabbit Hole,5000000,6205034,6.8,1.2410068,1.3599999999999999,Drama
2323,Race,5000000,23745772,7.2,4.7491544,1.44,Biography
2324,Race,5000000,23745772,7.2,4.7491544,1.44,Documentary
2325,Race,5000000,23745772,7.2,4.7491544,1.44,History
2326,Ramona and Beezus,15000000,27469621,6.3,1.8313080666666666,0.42,Adventure
2327,Ramona and Beezus,15000000,27469621,6.3,1.8313080666666666,0.42,Comedy
2328,Ramona and Beezus,15000000,27469621,6.3,1.8313080666666666,0.42,Family
2329,Rampage,120000000,428056280,6.2,3.5671356666666667,0.051666666666666666,Action
2330,Rampage,120000000,428056280,6.2,3.5671356666666667,0.051666666666666666,Adventure
2331,Rampage,120000000,428056280,6.2,3.5671356666666667,0.051666666666666666,Sci-Fi
2332,Rango,135000000,245724600,6.6,1.8201822222222221,0.048888888888888885,Adventure
2333,Rango,135000000,245724600,6.6,1.8201822222222221,0.048888888888888885,Animation
2334,Rango,135000000,245724600,6.6,1.8201822222222221,0.048888888888888885,Comedy
2335,Ravenous,12000000,2062406,5.4,0.17186716666666665,0.45,Drama
2336,Ravenous,12000000,2062406,5.4,0.17186716666666665,0.45,Horror
2337,Ravenous,12000000,2062406,5.4,0.17186716666666665,0.45,Sci-Fi
2338,Raymond Did It,40000,3632,3.7,0.0908,92.5,Horror
2339,Ready Player One,150000000,579290136,7.6,3.86193424,0.050666666666666665,Action
2340,Ready Player One,150000000,579290136,7.6,3.86193424,0.050666666666666665,Adventure
2341,Ready Player One,150000000,579290136,7.6,3.86193424,0.050666666666666665,Sci-Fi
2342,Real Steel,110000000,263880341,6.8,2.398912190909091,0.061818181818181814,Action
2343,Real Steel,110000000,263880341,6.8,2.398912190909091,0.061818181818181814,Drama
2344,Real Steel,110000000,263880341,6.8,2.398912190909091,0.061818181818181814,Family
2345,Rebound,45000000,17492014,3.4,0.3887114222222222,0.07555555555555556,Horror
2346,Rebound,45000000,17492014,3.4,0.3887114222222222,0.07555555555555556,Mystery
2347,Rebound,45000000,17492014,3.4,0.3887114222222222,0.07555555555555556,Thriller
2348,Red,60000000,196439693,5.0,3.273994883333333,0.08333333333333333,Thriller
2349,Red Dawn,65000000,48164150,5.4,0.740986923076923,0.08307692307692308,Action
2350,Red Dawn,65000000,48164150,5.4,0.740986923076923,0.08307692307692308,Sci-Fi
2351,Red Dawn,65000000,48164150,5.4,0.740986923076923,0.08307692307692308,Thriller
2352,Red Eye,26000000,96666486,5.0,3.717941769230769,0.19230769230769232,Horror
2353,Red Lights,17700000,14518884,6.1,0.8202759322033898,0.3446327683615819,Drama
2354,Red Lights,17700000,14518884,6.1,0.8202759322033898,0.3446327683615819,Fantasy
2355,Red Lights,17700000,14518884,6.1,0.8202759322033898,0.3446327683615819,Horror
2356,Red Riding Hood,42000000,91678442,5.9,2.182820047619048,0.14047619047619048,Fantasy
2357,Red Riding Hood,42000000,91678442,5.9,2.182820047619048,0.14047619047619048,Horror
2358,Red Riding Hood,42000000,91678442,5.9,2.182820047619048,0.14047619047619048,Mystery
2359,Red River,3000000,9012000,0.0,3.004,0.0,Horror
2360,Red Sky,25000000,91116,4.5,0.00364464,0.18,Drama
2361,Red Sky,25000000,91116,4.5,0.00364464,0.18,Romance
2362,Red Sparrow,69000000,145951861,6.5,2.1152443623188404,0.09420289855072464,Action
2363,Red Sparrow,69000000,145951861,6.5,2.1152443623188404,0.09420289855072464,Drama
2364,Red Sparrow,69000000,145951861,6.5,2.1152443623188404,0.09420289855072464,Thriller
2365,Red State,4000000,1983596,6.1,0.495899,1.525,Action
2366,Red State,4000000,1983596,6.1,0.495899,1.525,Crime
2367,Red State,4000000,1983596,6.1,0.495899,1.525,Horror
2368,Red Tails,58000000,50365498,6.0,0.8683706551724137,0.10344827586206896,Action
2369,Red Tails,58000000,50365498,6.0,0.8683706551724137,0.10344827586206896,Adventure
2370,Red Tails,58000000,50365498,6.0,0.8683706551724137,0.10344827586206896,Drama
2371,Redemption,23000000,13593473,3.8,0.5910205652173913,0.16521739130434782,Adventure
2372,Redemption,23000000,13593473,3.8,0.5910205652173913,0.16521739130434782,Drama
2373,Redemption,23000000,13593473,3.8,0.5910205652173913,0.16521739130434782,Romance
2374,Redemption Road,2300000,29384,4.7,0.012775652173913044,2.0434782608695654,Drama
2375,Regression,20000000,15824374,5.5,0.7912187,0.275,Crime
2376,Regression,20000000,15824374,5.5,0.7912187,0.275,Horror
2377,Regression,20000000,15824374,5.5,0.7912187,0.275,Mystery
2378,Reign of Assassins,14000000,11354230,6.8,0.8110164285714285,0.4857142857142857,Action
2379,Reign of Assassins,14000000,11354230,6.8,0.8110164285714285,0.4857142857142857,Adventure
2380,Remember Me,16000000,56506120,7.1,3.5316325,0.44375,Drama
2381,Remember Me,16000000,56506120,7.1,3.5316325,0.44375,Romance
2382,Repo Men,32000000,18195238,6.2,0.5686011875,0.19375,Action
2383,Repo Men,32000000,18195238,6.2,0.5686011875,0.19375,Crime
2384,Repo Men,32000000,18195238,6.2,0.5686011875,0.19375,Sci-Fi
2385,Resident Evil: Afterlife,57500000,295874190,5.9,5.145638086956522,0.10260869565217393,Action
2386,Resident Evil: Afterlife,57500000,295874190,5.9,5.145638086956522,0.10260869565217393,Adventure
2387,Resident Evil: Afterlife,57500000,295874190,5.9,5.145638086956522,0.10260869565217393,Horror
2388,Resident Evil: Retribution,65000000,240647629,5.7,3.7022712153846156,0.0876923076923077,Action
2389,Resident Evil: Retribution,65000000,240647629,5.7,3.7022712153846156,0.0876923076923077,Horror
2390,Resident Evil: Retribution,65000000,240647629,5.7,3.7022712153846156,0.0876923076923077,Sci-Fi
2391,Resident Evil: The Final Chapter,40000000,314101190,5.9,7.85252975,0.14750000000000002,Action
2392,Resident Evil: The Final Chapter,40000000,314101190,5.9,7.85252975,0.14750000000000002,Horror
2393,Resident Evil: The Final Chapter,40000000,314101190,5.9,7.85252975,0.14750000000000002,Sci-Fi
2394,Restless,8000000,2772511,6.4,0.346563875,0.8,Drama
2395,Restless,8000000,2772511,6.4,0.346563875,0.8,Romance
2396,Restoration,18000000,4100000,4.7,0.22777777777777777,0.2611111111111111,Drama
2397,Ricki and the Flash,18000000,41166033,5.8,2.2870018333333335,0.3222222222222222,Comedy
2398,Ricki and the Flash,18000000,41166033,5.8,2.2870018333333335,0.3222222222222222,Drama
2399,Ricki and the Flash,18000000,41166033,5.8,2.2870018333333335,0.3222222222222222,Music
2400,Riddick,38000000,94763758,6.2,2.493783105263158,0.1631578947368421,Action
2401,Riddick,38000000,94763758,6.2,2.493783105263158,0.1631578947368421,Adventure
2402,Riddick,38000000,94763758,6.2,2.493783105263158,0.1631578947368421,Sci-Fi
2403,Ride Along,25000000,153733800,6.2,6.149352,0.248,Action
2404,Ride Along,25000000,153733800,6.2,6.149352,0.248,Comedy
2405,Ride Along,25000000,153733800,6.2,6.149352,0.248,Crime
2406,Ride Along 2,40000000,124827316,6.2,3.1206829,0.155,Action
2407,Ride Along 2,40000000,124827316,6.2,3.1206829,0.155,Comedy
2408,Ride Along 2,40000000,124827316,6.2,3.1206829,0.155,Crime
2409,Rings,25000000,82917283,4.9,3.31669132,0.196,Drama
2410,Rings,25000000,82917283,4.9,3.31669132,0.196,Horror
2411,Rings,25000000,82917283,4.9,3.31669132,0.196,Mystery
2412,Rio,90000000,487519809,6.6,5.416886766666667,0.07333333333333333,Adventure
2413,Rio,90000000,487519809,6.6,5.416886766666667,0.07333333333333333,Animation
2414,Rio,90000000,487519809,6.6,5.416886766666667,0.07333333333333333,Comedy
2415,Rio 2,130000000,492846291,6.3,3.7911253153846154,0.04846153846153846,Adventure
2416,Rio 2,130000000,492846291,6.3,3.7911253153846154,0.04846153846153846,Animation
2417,Rio 2,130000000,492846291,6.3,3.7911253153846154,0.04846153846153846,Comedy
2418,Rise of the Guardians,145000000,306900902,7.3,2.116557944827586,0.0503448275862069,Action
2419,Rise of the Guardians,145000000,306900902,7.3,2.116557944827586,0.0503448275862069,Adventure
2420,Rise of the Guardians,145000000,306900902,7.3,2.116557944827586,0.0503448275862069,Animation
2421,Rise of the Planet of the Apes,93000000,470986200,7.2,5.064367741935484,0.07741935483870968,Action
2422,Rise of the Planet of the Apes,93000000,470986200,7.2,5.064367741935484,0.07741935483870968,Drama
2423,Rise of the Planet of the Apes,93000000,470986200,7.2,5.064367741935484,0.07741935483870968,Sci-Fi
2424,Risen,20000000,46255763,5.8,2.31278815,0.29,Biography
2425,Risen,20000000,46255763,5.8,2.31278815,0.29,Drama
2426,Road Hard,1500000,113169,6.6,0.075446,4.3999999999999995,Comedy
2427,Robin Hood,210000000,322459006,6.3,1.5355190761904762,0.03,Action
2428,Robin Hood,210000000,322459006,6.3,1.5355190761904762,0.03,Adventure
2429,Robin Hood,210000000,322459006,6.3,1.5355190761904762,0.03,Drama
2430,RoboCop,120000000,242981799,5.8,2.024848325,0.04833333333333333,Action
2431,RoboCop,120000000,242981799,5.8,2.024848325,0.04833333333333333,Crime
2432,RoboCop,120000000,242981799,5.8,2.024848325,0.04833333333333333,Sci-Fi
2433,Robot & Frank,2500000,4934356,6.9,1.9737424,2.7600000000000002,Comedy
2434,Robot & Frank,2500000,4934356,6.9,1.9737424,2.7600000000000002,Crime
2435,Robot & Frank,2500000,4934356,6.9,1.9737424,2.7600000000000002,Drama
2436,Rock Dog,60000000,24148488,5.7,0.4024748,0.095,Adventure
2437,Rock Dog,60000000,24148488,5.7,0.4024748,0.095,Animation
2438,Rock Dog,60000000,24148488,5.7,0.4024748,0.095,Comedy
2439,Rock of Ages,70000000,61031932,6.1,0.8718847428571429,0.08714285714285713,Comedy
2440,Rock of Ages,70000000,61031932,6.1,0.8718847428571429,0.08714285714285713,Drama
2441,Rock of Ages,70000000,61031932,6.1,0.8718847428571429,0.08714285714285713,Musical
2442,Rock the Kasbah,15000000,3386153,5.5,0.22574353333333333,0.36666666666666664,Comedy
2443,Rock the Kasbah,15000000,3386153,5.5,0.22574353333333333,0.36666666666666664,Music
2444,Rock the Kasbah,15000000,3386153,5.5,0.22574353333333333,0.36666666666666664,War
2445,Rogue One: A Star Wars Story,200000000,1049102856,7.5,5.24551428,0.0375,Action
2446,Rogue One: A Star Wars Story,200000000,1049102856,7.5,5.24551428,0.0375,Adventure
2447,Rogue One: A Star Wars Story,200000000,1049102856,7.5,5.24551428,0.0375,Sci-Fi
2448,"Roman J. Israel, Esq.",22000000,12967012,6.2,0.5894096363636364,0.2818181818181818,Crime
2449,"Roman J. Israel, Esq.",22000000,12967012,6.2,0.5894096363636364,0.2818181818181818,Drama
2450,"Roman J. Israel, Esq.",22000000,12967012,6.2,0.5894096363636364,0.2818181818181818,Thriller
2451,Romeo Is Bleeding,10000000,3275585,7.5,0.3275585,0.75,Biography
2452,Romeo Is Bleeding,10000000,3275585,7.5,0.3275585,0.75,Documentary
2453,Romeo Is Bleeding,10000000,3275585,7.5,0.3275585,0.75,Drama
2454,Room,13000000,36262783,8.1,2.789444846153846,0.6230769230769231,Drama
2455,Room,13000000,36262783,8.1,2.789444846153846,0.6230769230769231,Thriller
2456,Rosewater,10000000,3185717,6.7,0.3185717,0.67,Biography
2457,Rosewater,10000000,3185717,6.7,0.3185717,0.67,Drama
2458,Rough Night,20000000,46844357,5.6,2.34221785,0.27999999999999997,Comedy
2459,Rough Night,20000000,46844357,5.6,2.34221785,0.27999999999999997,Crime
2460,Rough Night,20000000,46844357,5.6,2.34221785,0.27999999999999997,Thriller
2461,Rubber,500000,680914,5.9,1.361828,11.8,Comedy
2462,Rubber,500000,680914,5.9,1.361828,11.8,Fantasy
2463,Rubber,500000,680914,5.9,1.361828,11.8,Horror
2464,Rudderless,5000000,567219,7.4,0.1134438,1.48,Comedy
2465,Rudderless,5000000,567219,7.4,0.1134438,1.48,Drama
2466,Rudderless,5000000,567219,7.4,0.1134438,1.48,Music
2467,Run All Night,50000000,66961644,6.4,1.33923288,0.128,Action
2468,Run All Night,50000000,66961644,6.4,1.33923288,0.128,Drama
2469,Run All Night,50000000,66961644,6.4,1.33923288,0.128,Thriller
2470,Runner Runner,30000000,60512680,5.6,2.0170893333333333,0.18666666666666665,Crime
2471,Runner Runner,30000000,60512680,5.6,2.0170893333333333,0.18666666666666665,Thriller
2472,Rush,38000000,98230839,7.7,2.5850220789473686,0.2026315789473684,Action
2473,Rush,38000000,98230839,7.7,2.5850220789473686,0.2026315789473684,Biography
2474,Rush,38000000,98230839,7.7,2.5850220789473686,0.2026315789473684,Drama
2475,Sabotage,35000000,18376443,5.5,0.5250412285714285,0.15714285714285714,Action
2476,Sabotage,35000000,18376443,5.5,0.5250412285714285,0.15714285714285714,Crime
2477,Sabotage,35000000,18376443,5.5,0.5250412285714285,0.15714285714285714,Drama
2478,Safe,33000000,41495213,6.3,1.257430696969697,0.19090909090909092,Action
2479,Safe,33000000,41495213,6.3,1.257430696969697,0.19090909090909092,Crime
2480,Safe,33000000,41495213,6.3,1.257430696969697,0.19090909090909092,Thriller
2481,Safe Haven,28000000,94050951,7.1,3.358962535714286,0.25357142857142856,Drama
2482,Safe Haven,28000000,94050951,7.1,3.358962535714286,0.25357142857142856,Romance
2483,Safe Haven,28000000,94050951,7.1,3.358962535714286,0.25357142857142856,Thriller
2484,Safe House,85000000,208542162,6.4,2.4534372,0.07529411764705883,Action
2485,Safety Not Guaranteed,750000,4422318,6.9,5.896424,9.200000000000001,Comedy
2486,Safety Not Guaranteed,750000,4422318,6.9,5.896424,9.200000000000001,Drama
2487,Safety Not Guaranteed,750000,4422318,6.9,5.896424,9.200000000000001,Romance
2488,Salt,130000000,290650494,6.3,2.2357730307692307,0.04846153846153846,Action
2489,Salt,130000000,290650494,6.3,2.2357730307692307,0.04846153846153846,Mystery
2490,Salt,130000000,290650494,6.3,2.2357730307692307,0.04846153846153846,Thriller
2491,Salvation Boulevard,5500000,28468,5.4,0.005176,0.9818181818181819,Action
2492,Salvation Boulevard,5500000,28468,5.4,0.005176,0.9818181818181819,Comedy
2493,Salvation Boulevard,5500000,28468,5.4,0.005176,0.9818181818181819,Drama
2494,Same Kind of Different as Me,6500000,6423605,6.8,0.9882469230769231,1.0461538461538462,Biography
2495,Same Kind of Different as Me,6500000,6423605,6.8,0.9882469230769231,1.0461538461538462,Drama
2496,Samsara,4000000,5966671,8.2,1.49166775,2.05,Documentary
2497,Samsara,4000000,5966671,8.2,1.49166775,2.05,Music
2498,San Andreas,110000000,456258539,6.1,4.1478049,0.05545454545454545,Action
2499,San Andreas,110000000,456258539,6.1,4.1478049,0.05545454545454545,Adventure
2500,San Andreas,110000000,456258539,6.1,4.1478049,0.05545454545454545,Drama
2501,Sanctum,30000000,108957098,5.9,3.631903266666667,0.19666666666666668,Adventure
2502,Sanctum,30000000,108957098,5.9,3.631903266666667,0.19666666666666668,Drama
2503,Sanctum,30000000,108957098,5.9,3.631903266666667,0.19666666666666668,Thriller
2504,Sausage Party,19000000,141344255,5.6,7.439171315789474,0.29473684210526313,Adventure
2505,Sausage Party,19000000,141344255,5.6,7.439171315789474,0.29473684210526313,Animation
2506,Sausage Party,19000000,141344255,5.6,7.439171315789474,0.29473684210526313,Comedy
2507,Savages,45000000,82513490,6.3,1.833633111111111,0.13999999999999999,Crime
2508,Savages,45000000,82513490,6.3,1.833633111111111,0.13999999999999999,Drama
2509,Savages,45000000,82513490,6.3,1.833633111111111,0.13999999999999999,Thriller
2510,Saving Mr. Banks,35000000,114962525,7.4,3.2846435714285716,0.21142857142857144,Biography
